Data;Hora;Duracao;Numero;Destino;Tipo;Valor
03/06/2026;15:32:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;15:34:54;00:01:48;4044-3418;SAO PAULO;DDD;1,11
03/06/2026;15:42:54;00:02:06;3227-8099;BAURU;DDD;1,30
03/06/2026;15:48:54;00:01:24;3227-8099;BAURU;DDD;0,86
03/06/2026;15:50:36;00:01:48;3510-1711;SAO CARLOS;DDD;1,11
03/06/2026;15:50:54;00:01:18;3510-1711;SAO CARLOS;DDD;0,80
03/06/2026;15:58:24;00:05:30;3338-9039;GAVIAO PEIXOTO;DDD;3,40
03/06/2026;16:07:00;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
03/06/2026;16:14:00;00:01:12;3203-4091;SAO JOSE DO RIO;DDD;0,74
03/06/2026;16:36:12;00:01:54;3319-9403;UBERABA;DDD;1,17
03/06/2026;16:48:12;00:01:06;3338-9039;GAVIAO PEIXOTO;DDD;0,68
03/06/2026;16:53:30;00:01:18;3227-8099;BAURU;DDD;0,80
03/06/2026;16:57:06;00:02:00;3364-8317;BRASILIA;DDD;1,23
03/06/2026;17:04:30;00:10:06;2101-6407;R DE JANEIRO;DDD;6,26
03/06/2026;17:29:12;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;17:30:36;00:01:00;3227-8099;BAURU;DDD;0,61
03/06/2026;17:41:48;00:01:42;3227-8099;BAURU;DDD;1,05
03/06/2026;17:53:36;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
03/06/2026;18:09:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;18:34:54;00:01:24;3319-9403;UBERABA;DDD;0,86
03/06/2026;18:46:36;00:01:30;3227-8099;BAURU;DDD;0,92
03/06/2026;21:29:42;00:01:00;3251-5460;CURITIBA;DDD;0,61
03/06/2026;21:51:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;21:53:24;00:03:06;3251-5460;CURITIBA;DDD;1,92
03/06/2026;22:25:48;00:01:18;3227-8099;BAURU;DDD;0,80
04/06/2026;03:31:36;00:01:30;96442-0507;AREA-011;VC2;1,24
04/06/2026;07:02:12;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;07:20:54;00:02:00;3319-9403;UBERABA;DDD;1,23
04/06/2026;08:00:06;00:01:06;3227-8099;BAURU;DDD;0,68
04/06/2026;08:12:30;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;08:17:42;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
04/06/2026;08:26:18;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;08:42:24;00:01:06;3319-9403;UBERABA;DDD;0,68
04/06/2026;08:55:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
04/06/2026;09:03:42;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;09:11:12;00:01:00;3030-0037;FRANCA;DDD;0,61
04/06/2026;09:26:48;00:01:18;3319-9403;UBERABA;DDD;0,80
04/06/2026;09:27:18;00:01:18;3227-8099;BAURU;DDD;0,80
04/06/2026;09:34:00;00:01:00;3319-9403;UBERABA;DDD;0,61
04/06/2026;09:40:24;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;09:40:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
04/06/2026;09:52:06;00:01:24;3510-1711;SAO CARLOS;DDD;0,86
04/06/2026;09:58:30;00:01:24;3030-0037;FRANCA;DDD;0,86
04/06/2026;09:59:12;00:01:00;3319-9403;UBERABA;DDD;0,61
04/06/2026;10:03:48;00:02:42;3338-9039;GAVIAO PEIXOTO;DDD;1,67
04/06/2026;10:05:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
04/06/2026;10:10:54;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;10:11:48;00:01:00;3319-9403;UBERABA;DDD;0,61
04/06/2026;10:28:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
04/06/2026;11:44:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
04/06/2026;11:48:24;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;11:48:42;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
04/06/2026;12:02:24;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;12:08:42;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;12:27:30;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;12:45:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
04/06/2026;12:59:06;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;13:19:24;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;13:20:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
04/06/2026;14:11:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
04/06/2026;14:20:12;00:01:00;3319-9403;UBERABA;DDD;0,61
04/06/2026;14:31:18;00:03:18;3227-8099;BAURU;DDD;2,04
04/06/2026;14:45:24;00:01:36;3319-9403;UBERABA;DDD;0,99
04/06/2026;14:52:42;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;14:56:00;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
04/06/2026;14:57:48;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
04/06/2026;15:01:00;00:01:12;3338-9039;GAVIAO PEIXOTO;DDD;0,74
04/06/2026;15:13:30;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;15:20:00;00:01:12;3338-9039;GAVIAO PEIXOTO;DDD;0,74
04/06/2026;15:22:12;00:01:12;3227-8099;BAURU;DDD;0,74
04/06/2026;15:31:06;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
04/06/2026;15:35:00;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
04/06/2026;15:56:36;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;15:57:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
04/06/2026;15:58:42;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;16:05:12;00:01:48;3227-8099;BAURU;DDD;1,11
04/06/2026;16:15:54;00:01:06;3510-1711;SAO CARLOS;DDD;0,68
04/06/2026;16:59:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
04/06/2026;19:24:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
04/06/2026;21:43:48;00:01:00;3227-8099;BAURU;DDD;0,61
04/06/2026;21:48:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
05/06/2026;06:56:24;00:01:00;3319-9403;UBERABA;DDD;0,61
05/06/2026;07:07:12;00:01:06;3319-9403;UBERABA;DDD;0,68
05/06/2026;07:19:24;00:01:00;3319-9403;UBERABA;DDD;0,61
05/06/2026;07:28:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
05/06/2026;07:34:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
05/06/2026;08:17:24;00:02:12;3227-8099;BAURU;DDD;1,36
05/06/2026;08:24:24;00:01:06;3319-9403;UBERABA;DDD;0,68
05/06/2026;08:40:36;00:01:00;3227-8099;BAURU;DDD;0,61
05/06/2026;10:00:12;00:01:00;3227-8099;BAURU;DDD;0,61
05/06/2026;10:22:42;00:01:00;3251-5322;CURITIBA;DDD;0,61
05/06/2026;11:21:18;00:01:00;3319-9403;UBERABA;DDD;0,61
05/06/2026;11:22:00;00:00:30;99673-4777;AREA-051;VC3;0,44
05/06/2026;11:26:18;00:01:30;3319-9403;UBERABA;DDD;0,92
05/06/2026;11:36:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
05/06/2026;11:56:36;00:01:00;3227-8099;BAURU;DDD;0,61
05/06/2026;12:36:06;00:01:00;3227-8099;BAURU;DDD;0,61
05/06/2026;13:05:24;00:01:18;3510-1711;SAO CARLOS;DDD;0,80
05/06/2026;13:17:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
05/06/2026;13:50:12;00:01:18;3227-8099;BAURU;DDD;0,80
05/06/2026;14:10:36;00:01:00;3319-9403;UBERABA;DDD;0,61
05/06/2026;14:20:12;00:01:00;3319-9403;UBERABA;DDD;0,61
05/06/2026;14:30:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
05/06/2026;15:08:36;00:01:00;3227-8099;BAURU;DDD;0,61
05/06/2026;15:33:18;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
05/06/2026;15:37:48;00:01:24;3227-8099;BAURU;DDD;0,86
05/06/2026;15:45:42;00:01:00;3227-8099;BAURU;DDD;0,61
05/06/2026;16:29:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
05/06/2026;16:35:54;00:01:00;3227-8099;BAURU;DDD;0,61
05/06/2026;16:50:18;00:01:00;3227-8099;BAURU;DDD;0,61
05/06/2026;17:39:00;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
05/06/2026;17:50:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
05/06/2026;17:53:18;00:01:00;3227-8099;BAURU;DDD;0,61
05/06/2026;17:53:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
05/06/2026;19:41:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
05/06/2026;21:50:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
06/06/2026;06:21:30;00:01:12;3227-8099;BAURU;DDD;0,74
06/06/2026;07:18:00;00:01:00;3319-9403;UBERABA;DDD;0,61
06/06/2026;07:42:12;00:01:00;3227-8099;BAURU;DDD;0,61
06/06/2026;07:43:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
06/06/2026;08:49:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
06/06/2026;08:50:48;00:01:00;3227-8099;BAURU;DDD;0,61
06/06/2026;08:52:42;00:01:00;3319-9403;UBERABA;DDD;0,61
06/06/2026;09:18:30;00:01:00;3319-9403;UBERABA;DDD;0,61
06/06/2026;09:27:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
06/06/2026;09:29:30;00:01:00;3319-9403;UBERABA;DDD;0,61
06/06/2026;09:43:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
06/06/2026;09:45:42;00:01:00;3319-9403;UBERABA;DDD;0,61
06/06/2026;09:49:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
06/06/2026;09:57:36;00:01:00;3227-8099;BAURU;DDD;0,61
06/06/2026;10:01:06;00:01:00;3319-9403;UBERABA;DDD;0,61
06/06/2026;10:17:06;00:01:00;3319-9403;UBERABA;DDD;0,61
06/06/2026;10:57:12;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
06/06/2026;10:58:54;00:01:12;3319-9403;UBERABA;DDD;0,74
06/06/2026;11:12:36;00:01:00;3227-8099;BAURU;DDD;0,61
06/06/2026;12:18:36;00:00:30;99754-5734;AREA-016;VC2;0,41
06/06/2026;12:34:42;00:01:00;3227-8099;BAURU;DDD;0,61
06/06/2026;13:21:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
06/06/2026;13:35:36;00:01:12;3319-9403;UBERABA;DDD;0,74
06/06/2026;14:23:06;00:01:00;3227-8099;BAURU;DDD;0,61
06/06/2026;14:27:06;00:01:00;3319-9403;UBERABA;DDD;0,61
06/06/2026;14:46:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
06/06/2026;16:04:12;00:01:00;3227-8099;BAURU;DDD;0,61
06/06/2026;16:10:54;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
06/06/2026;16:12:24;00:01:00;3227-8099;BAURU;DDD;0,61
06/06/2026;16:34:30;00:01:00;3319-9403;UBERABA;DDD;0,61
06/06/2026;18:25:12;00:01:36;3227-8099;BAURU;DDD;0,99
06/06/2026;18:30:30;00:01:00;3227-8099;BAURU;DDD;0,61
06/06/2026;20:54:24;00:01:06;3227-8099;BAURU;DDD;0,68
06/06/2026;22:10:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;07:29:54;00:01:36;3227-8099;BAURU;DDD;0,99
07/06/2026;07:35:24;00:01:00;3227-8099;BAURU;DDD;0,61
07/06/2026;08:21:06;00:01:00;3319-9403;UBERABA;DDD;0,61
07/06/2026;08:25:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;08:32:06;00:01:30;3227-8099;BAURU;DDD;0,92
07/06/2026;08:43:48;00:01:00;3319-9403;UBERABA;DDD;0,61
07/06/2026;08:48:18;00:01:00;3227-8099;BAURU;DDD;0,61
07/06/2026;08:51:06;00:01:18;3227-8099;BAURU;DDD;0,80
07/06/2026;09:00:18;00:01:00;3227-8099;BAURU;DDD;0,61
07/06/2026;09:39:06;00:01:00;3227-8099;BAURU;DDD;0,61
07/06/2026;09:43:12;00:01:36;3227-8099;BAURU;DDD;0,99
07/06/2026;09:53:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;10:58:06;00:01:00;3319-9403;UBERABA;DDD;0,61
07/06/2026;11:28:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;12:28:06;00:01:00;3319-9403;UBERABA;DDD;0,61
07/06/2026;12:35:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;12:43:24;00:01:00;3227-8099;BAURU;DDD;0,61
07/06/2026;12:48:00;00:01:00;3319-9403;UBERABA;DDD;0,61
07/06/2026;12:59:42;00:01:18;3227-8099;BAURU;DDD;0,80
07/06/2026;13:03:54;00:01:00;3227-8099;BAURU;DDD;0,61
07/06/2026;13:44:24;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
07/06/2026;13:49:24;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
07/06/2026;13:59:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;14:05:12;00:01:00;3319-9403;UBERABA;DDD;0,61
07/06/2026;14:13:42;00:01:00;3319-9403;UBERABA;DDD;0,61
07/06/2026;14:42:00;00:01:00;3227-8099;BAURU;DDD;0,61
07/06/2026;15:16:18;00:01:06;3227-8099;BAURU;DDD;0,68
07/06/2026;16:09:24;00:01:36;3319-9403;UBERABA;DDD;0,99
07/06/2026;17:06:36;00:01:24;3227-8099;BAURU;DDD;0,86
07/06/2026;17:22:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;17:27:42;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
07/06/2026;17:28:18;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
07/06/2026;17:45:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;17:54:48;00:01:00;3227-8099;BAURU;DDD;0,61
07/06/2026;17:56:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;18:30:12;00:01:00;3319-9403;UBERABA;DDD;0,61
07/06/2026;18:50:12;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
07/06/2026;20:20:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
07/06/2026;20:29:42;00:01:00;3319-9403;UBERABA;DDD;0,61
07/06/2026;20:40:54;00:01:00;3500-9394;SOROCABA;DDD;0,61
07/06/2026;20:42:30;00:06:18;2174-7510;GUAPIMIRIM;DDD;3,90
07/06/2026;20:49:06;00:00:30;99735-8198;AREA-016;VC2;0,41
07/06/2026;20:55:06;00:02:30;99688-3434;AREA-048;VC3;2,22
07/06/2026;22:01:24;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
07/06/2026;22:15:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;07:12:12;00:01:00;3227-8099;BAURU;DDD;0,61
08/06/2026;07:19:48;00:01:00;3227-8099;BAURU;DDD;0,61
08/06/2026;07:25:36;00:01:00;3227-8099;BAURU;DDD;0,61
08/06/2026;07:27:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;07:29:48;00:01:24;3227-8099;BAURU;DDD;0,86
08/06/2026;07:30:18;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;07:34:42;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;07:49:24;00:01:24;3319-9403;UBERABA;DDD;0,86
08/06/2026;07:58:06;00:01:00;3227-8099;BAURU;DDD;0,61
08/06/2026;08:00:24;00:01:00;3227-8099;BAURU;DDD;0,61
08/06/2026;08:15:18;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;08:17:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;08:26:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;08:34:06;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
08/06/2026;08:34:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;08:34:48;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
08/06/2026;08:43:00;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;08:57:30;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;08:59:36;00:01:24;3227-8099;BAURU;DDD;0,86
08/06/2026;09:00:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;09:02:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;10:00:24;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;10:05:06;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;10:07:36;00:03:06;3170-4898;R DE JANEIRO;DDD;1,92
08/06/2026;10:27:54;00:01:00;98450-9669;AREA-092;VC3;0,88
08/06/2026;10:32:36;00:02:00;4044-3418;SAO PAULO;DDD;1,23
08/06/2026;10:49:06;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;11:02:06;00:02:30;3319-9403;UBERABA;DDD;1,54
08/06/2026;11:44:30;00:01:00;3234-1290;RIBEIRAO PRETO;DDD;0,61
08/06/2026;11:52:00;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;12:26:06;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;13:17:12;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;13:20:06;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;13:20:48;00:01:00;3227-8099;BAURU;DDD;0,61
08/06/2026;13:21:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;13:24:42;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;13:25:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;13:26:48;00:01:00;3227-8099;BAURU;DDD;0,61
08/06/2026;13:47:30;00:20:18;2224-7050;SAO PAULO;DDD;12,58
08/06/2026;13:55:48;00:01:00;3227-8099;BAURU;DDD;0,61
08/06/2026;13:56:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;14:09:06;00:20:18;2224-7050;SAO PAULO;DDD;12,58
08/06/2026;14:23:00;00:01:06;3319-9403;UBERABA;DDD;0,68
08/06/2026;14:52:30;00:20:18;2224-7050;SAO PAULO;DDD;12,58
08/06/2026;14:54:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;15:16:00;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;15:21:12;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
08/06/2026;15:21:30;00:01:42;3319-9403;UBERABA;DDD;1,05
08/06/2026;15:23:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;15:31:00;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
08/06/2026;15:32:12;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
08/06/2026;15:37:12;00:01:00;3030-0037;FRANCA;DDD;0,61
08/06/2026;15:38:30;00:01:00;3030-0037;FRANCA;DDD;0,61
08/06/2026;15:39:18;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;15:39:54;00:01:36;3510-1711;SAO CARLOS;DDD;0,99
08/06/2026;15:40:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;15:48:06;00:02:00;98606-9353;AREA-062;VC3;1,77
08/06/2026;15:51:54;00:00:48;98966-9118;AREA-011;VC2;0,66
08/06/2026;15:53:06;00:00:48;98966-9899;AREA-011;VC2;0,66
08/06/2026;15:53:12;00:01:00;2224-7050;SAO PAULO;DDD;0,61
08/06/2026;15:54:12;00:01:18;98966-9118;AREA-011;VC2;1,07
08/06/2026;15:56:24;00:00:30;98966-9118;AREA-011;VC2;0,41
08/06/2026;16:16:18;00:01:54;3227-8099;BAURU;DDD;1,17
08/06/2026;16:28:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;16:31:48;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;16:37:30;00:01:06;3227-8099;BAURU;DDD;0,68
08/06/2026;17:05:18;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
08/06/2026;17:55:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;17:56:18;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;18:14:54;00:01:18;3319-9403;UBERABA;DDD;0,80
08/06/2026;18:18:54;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
08/06/2026;18:24:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
08/06/2026;18:35:54;00:01:24;3319-9403;UBERABA;DDD;0,86
08/06/2026;18:38:24;00:01:00;3319-9403;UBERABA;DDD;0,61
08/06/2026;18:40:54;00:01:00;3319-9403;UBERABA;DDD;0,61
09/06/2026;07:00:12;00:01:00;3319-9403;UBERABA;DDD;0,61
09/06/2026;07:36:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;07:46:42;00:01:00;3319-9403;UBERABA;DDD;0,61
09/06/2026;08:18:54;00:01:24;3203-4091;SAO JOSE DO RIO;DDD;0,86
09/06/2026;08:23:18;00:03:12;3319-9403;UBERABA;DDD;1,98
09/06/2026;08:27:18;00:20:18;2224-7050;SAO PAULO;DDD;12,58
09/06/2026;08:33:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
09/06/2026;08:45:24;00:01:00;3030-0037;FRANCA;DDD;0,61
09/06/2026;08:45:42;00:01:12;3190-0610;ARARAQUARA;DDD;0,74
09/06/2026;08:50:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
09/06/2026;08:54:12;00:02:06;3319-9403;UBERABA;DDD;1,30
09/06/2026;09:50:18;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;09:58:36;00:01:00;3319-9403;UBERABA;DDD;0,61
09/06/2026;10:07:24;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;10:12:30;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;10:19:36;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;10:32:54;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;10:58:36;00:02:18;3227-8099;BAURU;DDD;1,42
09/06/2026;11:09:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;11:11:36;00:00:30;98606-9353;AREA-062;VC3;0,44
09/06/2026;11:12:36;00:00:42;98606-9353;AREA-062;VC3;0,62
09/06/2026;11:23:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;11:24:30;00:01:00;3319-9403;UBERABA;DDD;0,61
09/06/2026;11:29:12;00:01:00;3030-0037;FRANCA;DDD;0,61
09/06/2026;11:31:48;00:01:00;3030-0037;FRANCA;DDD;0,61
09/06/2026;11:42:24;00:02:30;3227-8099;BAURU;DDD;1,54
09/06/2026;11:48:30;00:01:06;3227-8099;BAURU;DDD;0,68
09/06/2026;12:01:36;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;12:11:00;00:01:06;3227-8099;BAURU;DDD;0,68
09/06/2026;12:14:42;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
09/06/2026;12:39:12;00:01:48;3338-9039;GAVIAO PEIXOTO;DDD;1,11
09/06/2026;12:46:12;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;12:50:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;12:56:48;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;13:01:00;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;13:01:06;00:01:06;3338-9039;GAVIAO PEIXOTO;DDD;0,68
09/06/2026;13:11:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;13:32:12;00:01:36;3338-9039;GAVIAO PEIXOTO;DDD;0,99
09/06/2026;13:43:24;00:00:36;99760-7445;AREA-016;VC2;0,49
09/06/2026;13:43:48;00:00:54;99760-7445;AREA-016;VC2;0,74
09/06/2026;14:05:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;14:10:00;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;14:18:48;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;14:23:42;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
09/06/2026;14:37:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;14:42:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;14:47:36;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;14:48:42;00:20:24;2224-7050;SAO PAULO;DDD;12,64
09/06/2026;15:03:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;15:03:36;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;15:05:18;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;15:09:12;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;15:25:42;00:01:00;3030-0037;FRANCA;DDD;0,61
09/06/2026;15:30:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;15:35:30;00:00:30;99936-2770;AREA-037;VC3;0,44
09/06/2026;15:42:36;00:01:12;3319-9403;UBERABA;DDD;0,74
09/06/2026;15:43:54;00:00:36;98450-9669;AREA-092;VC3;0,53
09/06/2026;15:49:30;00:01:00;3030-0037;FRANCA;DDD;0,61
09/06/2026;15:51:42;00:01:18;3319-9403;UBERABA;DDD;0,80
09/06/2026;16:01:36;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;16:06:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;16:11:06;00:02:18;3962-1414;BRASILIA;DDD;1,42
09/06/2026;16:21:24;00:01:30;3227-8099;BAURU;DDD;0,92
09/06/2026;16:25:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
09/06/2026;16:42:54;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
09/06/2026;16:44:54;00:01:00;3319-9403;UBERABA;DDD;0,61
09/06/2026;16:49:48;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
09/06/2026;16:51:06;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
09/06/2026;16:51:36;00:01:00;3227-8099;BAURU;DDD;0,61
