Data;Hora;Duracao;Numero;Destino;Tipo;Valor
28/05/2026;13:17:24;00:01:36;3319-9403;UBERABA;DDD;0,99
28/05/2026;13:19:42;00:01:00;3227-8099;BAURU;DDD;0,61
28/05/2026;13:59:12;00:00:36;99754-5734;AREA-016;VC2;0,49
28/05/2026;14:20:00;00:01:00;3227-8099;BAURU;DDD;0,61
28/05/2026;14:20:30;00:01:00;3319-9403;UBERABA;DDD;0,61
28/05/2026;14:21:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
28/05/2026;14:36:36;00:01:36;3227-8099;BAURU;DDD;0,99
28/05/2026;14:57:00;00:01:30;3227-8099;BAURU;DDD;0,92
28/05/2026;16:00:36;00:01:48;3030-0037;FRANCA;DDD;1,11
28/05/2026;16:01:42;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
28/05/2026;16:10:06;00:01:00;3227-8099;BAURU;DDD;0,61
28/05/2026;16:16:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
28/05/2026;16:31:12;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
28/05/2026;16:32:06;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
28/05/2026;16:32:42;00:01:18;3319-9403;UBERABA;DDD;0,80
28/05/2026;16:33:54;00:01:06;3227-8099;BAURU;DDD;0,68
28/05/2026;16:45:12;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
28/05/2026;16:47:48;00:01:00;3227-8099;BAURU;DDD;0,61
28/05/2026;16:51:12;00:01:06;3203-4091;SAO JOSE DO RIO;DDD;0,68
28/05/2026;16:52:30;00:01:06;3319-9403;UBERABA;DDD;0,68
28/05/2026;17:14:06;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
28/05/2026;17:36:42;00:01:00;3227-8099;BAURU;DDD;0,61
28/05/2026;17:40:54;00:01:06;3227-8099;BAURU;DDD;0,68
28/05/2026;18:05:48;00:01:00;3319-9403;UBERABA;DDD;0,61
28/05/2026;18:10:30;00:01:00;3227-8099;BAURU;DDD;0,61
28/05/2026;18:28:36;00:01:00;3319-9403;UBERABA;DDD;0,61
28/05/2026;18:46:24;00:01:00;3319-9403;UBERABA;DDD;0,61
28/05/2026;19:14:00;00:01:00;3227-8099;BAURU;DDD;0,61
28/05/2026;21:09:54;00:02:18;2174-7510;GUAPIMIRIM;DDD;1,42
28/05/2026;21:55:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
28/05/2026;22:47:00;00:01:00;3227-8099;BAURU;DDD;0,61
28/05/2026;22:54:36;00:05:42;2174-7500;GUAPIMIRIM;DDD;3,53
29/05/2026;06:50:48;00:01:18;3227-8099;BAURU;DDD;0,80
29/05/2026;06:58:24;00:03:00;3319-9403;UBERABA;DDD;1,85
29/05/2026;07:42:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;08:15:18;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
29/05/2026;08:21:18;00:02:30;3227-8099;BAURU;DDD;1,54
29/05/2026;08:34:48;00:02:06;99754-5734;AREA-016;VC2;1,74
29/05/2026;08:38:30;00:02:18;3203-4091;SAO JOSE DO RIO;DDD;1,42
29/05/2026;08:41:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;08:51:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;08:54:18;00:04:18;3919-5375;RIBEIRAO PRETO;DDD;2,66
29/05/2026;09:24:06;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;09:40:18;00:01:42;3227-8099;BAURU;DDD;1,05
29/05/2026;09:48:12;00:01:24;3227-8099;BAURU;DDD;0,86
29/05/2026;09:50:30;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
29/05/2026;09:54:30;00:01:00;2023-2263;BRASILIA;DDD;0,61
29/05/2026;09:57:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
29/05/2026;09:59:18;00:01:06;3510-1711;SAO CARLOS;DDD;0,68
29/05/2026;10:09:06;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
29/05/2026;10:10:42;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;10:23:24;00:01:00;3892-0470;SERRA NEGRA;DDC;0,61
29/05/2026;10:46:24;00:02:12;3227-8099;BAURU;DDD;1,36
29/05/2026;10:58:06;00:01:24;3319-9403;UBERABA;DDD;0,86
29/05/2026;11:03:18;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
29/05/2026;11:03:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;11:05:06;00:01:12;3227-8099;BAURU;DDD;0,74
29/05/2026;11:08:12;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
29/05/2026;11:13:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;11:14:48;00:01:00;3030-0037;FRANCA;DDD;0,61
29/05/2026;11:22:54;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;11:26:18;00:01:12;3227-8099;BAURU;DDD;0,74
29/05/2026;11:28:48;00:01:00;3319-9403;UBERABA;DDD;0,61
29/05/2026;11:39:24;00:01:00;3030-0037;FRANCA;DDD;0,61
29/05/2026;12:02:18;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
29/05/2026;12:08:42;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
29/05/2026;12:42:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;13:40:36;00:01:00;3319-9403;UBERABA;DDD;0,61
29/05/2026;13:50:48;00:01:00;3319-9403;UBERABA;DDD;0,61
29/05/2026;13:51:18;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;14:01:54;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;14:09:00;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;14:15:30;00:01:00;3030-0037;FRANCA;DDD;0,61
29/05/2026;14:16:36;00:01:00;3319-9403;UBERABA;DDD;0,61
29/05/2026;14:23:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;14:25:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
29/05/2026;14:31:42;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;14:33:18;00:01:00;3319-9403;UBERABA;DDD;0,61
29/05/2026;15:01:24;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;15:06:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;15:13:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
29/05/2026;15:18:54;00:01:24;3227-8099;BAURU;DDD;0,86
29/05/2026;15:34:36;00:01:30;3338-9039;GAVIAO PEIXOTO;DDD;0,92
29/05/2026;15:45:54;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;15:57:12;00:01:18;3227-8099;BAURU;DDD;0,80
29/05/2026;16:06:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
29/05/2026;16:14:00;00:01:00;3319-9403;UBERABA;DDD;0,61
29/05/2026;16:17:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
29/05/2026;16:19:12;00:01:12;3190-0610;ARARAQUARA;DDD;0,74
29/05/2026;16:22:54;00:01:12;3203-4091;SAO JOSE DO RIO;DDD;0,74
29/05/2026;16:26:12;00:02:48;3319-9403;UBERABA;DDD;1,73
29/05/2026;16:30:12;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
29/05/2026;16:31:36;00:05:00;3319-9403;UBERABA;DDD;3,09
29/05/2026;16:37:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;16:54:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;17:04:30;00:01:00;3227-8099;BAURU;DDD;0,61
29/05/2026;17:45:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
29/05/2026;17:56:12;00:01:54;3227-8099;BAURU;DDD;1,17
30/05/2026;07:15:24;00:01:00;3319-9403;UBERABA;DDD;0,61
30/05/2026;07:28:18;00:01:00;3319-9403;UBERABA;DDD;0,61
30/05/2026;08:31:12;00:01:00;3227-8099;BAURU;DDD;0,61
30/05/2026;09:04:30;00:01:24;2174-7303;GUAPIMIRIM;DDD;0,86
30/05/2026;09:27:24;00:01:36;2174-7303;GUAPIMIRIM;DDD;0,99
30/05/2026;10:11:18;00:01:00;3319-9403;UBERABA;DDD;0,61
30/05/2026;10:32:54;00:01:00;3319-9403;UBERABA;DDD;0,61
30/05/2026;10:38:12;00:01:00;3319-9403;UBERABA;DDD;0,61
30/05/2026;10:44:00;00:02:30;3319-9403;UBERABA;DDD;1,54
30/05/2026;10:49:36;00:01:00;3227-8099;BAURU;DDD;0,61
30/05/2026;12:09:12;00:01:00;3227-8099;BAURU;DDD;0,61
30/05/2026;12:09:48;00:01:00;3319-9403;UBERABA;DDD;0,61
30/05/2026;12:49:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
30/05/2026;12:50:00;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
30/05/2026;14:43:06;00:01:00;3319-9403;UBERABA;DDD;0,61
30/05/2026;15:58:06;00:01:18;3227-8099;BAURU;DDD;0,80
30/05/2026;16:00:12;00:01:18;3319-9403;UBERABA;DDD;0,80
30/05/2026;16:31:18;00:01:30;3227-8099;BAURU;DDD;0,92
30/05/2026;16:53:24;00:01:00;3227-8099;BAURU;DDD;0,61
30/05/2026;19:28:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
30/05/2026;21:24:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
31/05/2026;07:42:30;00:01:00;3319-9403;UBERABA;DDD;0,61
31/05/2026;07:47:30;00:01:00;3319-9403;UBERABA;DDD;0,61
31/05/2026;07:54:12;00:01:00;3319-9403;UBERABA;DDD;0,61
31/05/2026;08:47:48;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
31/05/2026;09:57:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
31/05/2026;10:08:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
31/05/2026;11:33:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
31/05/2026;12:10:36;00:01:00;3227-8099;BAURU;DDD;0,61
31/05/2026;12:56:42;00:01:12;3203-4091;SAO JOSE DO RIO;DDD;0,74
31/05/2026;12:58:36;00:01:00;3227-8099;BAURU;DDD;0,61
31/05/2026;13:04:24;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
31/05/2026;13:07:54;00:01:00;3227-8099;BAURU;DDD;0,61
31/05/2026;14:17:42;00:01:42;3319-9403;UBERABA;DDD;1,05
31/05/2026;14:22:12;00:01:00;3227-8099;BAURU;DDD;0,61
31/05/2026;14:31:00;00:01:00;3319-9403;UBERABA;DDD;0,61
31/05/2026;14:37:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
31/05/2026;14:37:54;00:01:00;3319-9403;UBERABA;DDD;0,61
31/05/2026;14:43:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
31/05/2026;15:13:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
31/05/2026;16:23:36;00:01:18;3319-9403;UBERABA;DDD;0,80
31/05/2026;16:26:54;00:01:12;3227-8099;BAURU;DDD;0,74
31/05/2026;16:36:48;00:01:00;3319-9403;UBERABA;DDD;0,61
31/05/2026;16:39:30;00:01:00;3227-8099;BAURU;DDD;0,61
31/05/2026;16:49:36;00:01:00;3319-9403;UBERABA;DDD;0,61
31/05/2026;17:00:24;00:01:00;3227-8099;BAURU;DDD;0,61
31/05/2026;17:59:36;00:01:00;3319-9403;UBERABA;DDD;0,61
31/05/2026;18:01:36;00:01:00;3227-8099;BAURU;DDD;0,61
31/05/2026;18:26:36;00:01:00;3319-9403;UBERABA;DDD;0,61
31/05/2026;21:55:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
31/05/2026;22:38:18;00:03:12;99686-5332;AREA-051;VC3;2,84
31/05/2026;22:44:24;00:00:30;99686-5332;AREA-051;VC3;0,44
01/06/2026;06:45:54;00:01:36;3319-9403;UBERABA;DDD;0,99
01/06/2026;08:36:54;00:01:00;3319-9403;UBERABA;DDD;0,61
01/06/2026;08:48:18;00:01:00;3227-8099;BAURU;DDD;0,61
01/06/2026;09:14:00;00:02:00;3227-8099;BAURU;DDD;1,23
01/06/2026;09:32:12;00:01:36;3319-9403;UBERABA;DDD;0,99
01/06/2026;10:59:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
01/06/2026;11:06:30;00:03:18;2023-2293;BRASILIA;DDD;2,04
01/06/2026;11:07:18;00:00:36;99109-7429;AREA-017;VC2;0,49
01/06/2026;11:11:48;00:01:00;3319-9403;UBERABA;DDD;0,61
01/06/2026;11:15:42;00:01:00;3227-8099;BAURU;DDD;0,61
01/06/2026;11:25:42;00:01:00;3746-7551;CAMPINAS;DDD;0,61
01/06/2026;11:26:24;00:00:30;99109-7429;AREA-017;VC2;0,41
01/06/2026;11:45:18;00:01:18;3797-8777;RIBEIRAO PRETO;DDD;0,80
01/06/2026;11:47:12;00:01:00;3030-0037;FRANCA;DDD;0,61
01/06/2026;11:51:00;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
01/06/2026;11:54:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
01/06/2026;11:55:18;00:01:00;3030-0037;FRANCA;DDD;0,61
01/06/2026;11:58:06;00:01:00;3319-9403;UBERABA;DDD;0,61
01/06/2026;11:59:00;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
01/06/2026;11:59:48;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
01/06/2026;12:03:30;00:01:06;3227-8099;BAURU;DDD;0,68
01/06/2026;12:14:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
01/06/2026;12:19:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
01/06/2026;12:26:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
01/06/2026;12:39:12;00:01:06;3227-8099;BAURU;DDD;0,68
01/06/2026;12:51:48;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
01/06/2026;12:54:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
01/06/2026;13:02:48;00:01:00;3030-0037;FRANCA;DDD;0,61
01/06/2026;13:06:18;00:03:48;2174-7510;GUAPIMIRIM;DDD;2,35
01/06/2026;13:14:30;00:01:24;3227-8099;BAURU;DDD;0,86
01/06/2026;13:21:48;00:01:30;3227-8099;BAURU;DDD;0,92
01/06/2026;13:38:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
01/06/2026;13:44:06;00:01:00;3227-8099;BAURU;DDD;0,61
01/06/2026;13:45:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
01/06/2026;13:48:12;00:01:06;3227-8099;BAURU;DDD;0,68
01/06/2026;13:48:18;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
01/06/2026;14:00:12;00:05:18;2023-2264;BRASILIA;DDD;3,28
01/06/2026;14:16:30;00:01:00;3319-9403;UBERABA;DDD;0,61
01/06/2026;14:21:18;00:01:24;3510-1711;SAO CARLOS;DDD;0,86
01/06/2026;14:49:48;00:01:24;3510-1711;SAO CARLOS;DDD;0,86
01/06/2026;14:53:48;00:02:06;3170-4898;R DE JANEIRO;DDD;1,30
01/06/2026;15:14:24;00:01:00;3227-8099;BAURU;DDD;0,61
01/06/2026;15:23:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
01/06/2026;15:24:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
01/06/2026;15:41:24;00:01:06;3227-8099;BAURU;DDD;0,68
01/06/2026;15:47:42;00:01:06;3319-9403;UBERABA;DDD;0,68
01/06/2026;15:49:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
01/06/2026;15:50:42;00:01:00;3030-0037;FRANCA;DDD;0,61
01/06/2026;15:58:54;00:01:00;3227-8099;BAURU;DDD;0,61
01/06/2026;16:03:18;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
01/06/2026;16:14:06;00:01:00;3227-8099;BAURU;DDD;0,61
01/06/2026;16:16:00;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
01/06/2026;16:22:54;00:01:00;3319-9403;UBERABA;DDD;0,61
01/06/2026;16:31:36;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
01/06/2026;16:39:48;00:01:00;3319-9403;UBERABA;DDD;0,61
01/06/2026;16:46:36;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
01/06/2026;17:30:24;00:01:00;3227-8099;BAURU;DDD;0,61
01/06/2026;20:25:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
01/06/2026;20:59:06;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
01/06/2026;21:48:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;08:26:00;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;08:39:00;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;08:48:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;09:15:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;09:16:00;00:01:12;3030-0037;FRANCA;DDD;0,74
02/06/2026;09:21:36;00:00:42;99728-5993;AREA-055;VC3;0,62
02/06/2026;09:27:48;00:00:30;99728-5993;AREA-055;VC3;0,44
02/06/2026;09:31:00;00:01:06;3319-9403;UBERABA;DDD;0,68
02/06/2026;09:47:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;09:47:48;00:01:30;2224-7079;SAO PAULO;DDD;0,92
02/06/2026;09:49:30;00:01:00;3319-9403;UBERABA;DDD;0,61
02/06/2026;09:51:12;00:07:24;2023-2246;BRASILIA;DDD;4,58
02/06/2026;10:28:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;10:28:54;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
02/06/2026;10:43:30;00:01:06;3510-1711;SAO CARLOS;DDD;0,68
02/06/2026;10:58:36;00:01:00;2101-5020;R DE JANEIRO;DDD;0,61
02/06/2026;10:59:30;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
02/06/2026;10:59:54;00:01:00;2101-5020;R DE JANEIRO;DDD;0,61
02/06/2026;11:00:24;00:01:00;3342-1881;SOROCABA;DDD;0,61
02/06/2026;11:01:24;00:28:18;3342-1881;SOROCABA;DDD;17,54
02/06/2026;11:04:06;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
02/06/2026;11:07:12;00:01:12;3227-8099;BAURU;DDD;0,74
02/06/2026;11:29:42;00:03:30;3342-1881;SOROCABA;DDD;2,16
02/06/2026;11:45:12;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;12:21:00;00:01:00;3319-9403;UBERABA;DDD;0,61
02/06/2026;12:25:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
02/06/2026;12:26:24;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;12:33:06;00:01:12;3227-8099;BAURU;DDD;0,74
02/06/2026;12:36:18;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;13:02:06;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;13:07:30;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;13:09:18;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
02/06/2026;13:35:18;00:04:06;4303-5688;BARUERI;DDD;2,54
02/06/2026;13:42:18;00:06:12;3356-9711;SANTOS;DDD;3,84
02/06/2026;13:45:18;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;13:47:36;00:01:00;3319-9403;UBERABA;DDD;0,61
02/06/2026;13:49:36;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;13:49:54;00:00:30;98445-0309;AREA-041;VC3;0,44
02/06/2026;13:53:12;00:03:30;97135-0792;AREA-011;VC2;2,90
02/06/2026;13:57:54;00:02:30;2108-1943;PORTO ALEGRE;DDD;1,54
02/06/2026;14:17:18;00:02:24;98403-5008;AREA-049;VC3;2,13
02/06/2026;14:22:36;00:01:00;3319-9403;UBERABA;DDD;0,61
02/06/2026;14:24:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;14:25:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
02/06/2026;14:26:12;00:02:18;4084-1269;SAO PAULO;DDD;1,42
02/06/2026;14:27:30;00:01:12;3203-4091;SAO JOSE DO RIO;DDD;0,74
02/06/2026;14:41:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;14:41:54;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;14:49:42;00:06:54;3689-3415;LAGOA STA;DDD;4,27
02/06/2026;16:04:36;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;16:06:54;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
02/06/2026;16:08:12;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
02/06/2026;16:12:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;16:15:36;00:01:00;3892-0470;SERRA NEGRA;DDC;0,61
02/06/2026;16:16:06;00:01:00;3319-9403;UBERABA;DDD;0,61
02/06/2026;16:17:12;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
02/06/2026;16:18:18;00:01:00;3892-0470;SERRA NEGRA;DDC;0,61
02/06/2026;16:20:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;16:22:42;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
02/06/2026;16:25:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
02/06/2026;16:33:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;16:47:30;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;17:15:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
02/06/2026;17:36:06;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;17:47:24;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;18:04:00;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
02/06/2026;18:12:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;19:16:00;00:01:00;3227-8099;BAURU;DDD;0,61
02/06/2026;19:18:24;00:01:00;3319-9403;UBERABA;DDD;0,61
02/06/2026;19:39:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
02/06/2026;20:18:12;00:01:00;3319-9403;UBERABA;DDD;0,61
02/06/2026;20:18:42;00:01:00;3319-9403;UBERABA;DDD;0,61
02/06/2026;22:23:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;07:21:24;00:01:00;3227-8099;BAURU;DDD;0,61
03/06/2026;07:49:42;00:01:24;3319-9403;UBERABA;DDD;0,86
03/06/2026;07:55:36;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;08:06:42;00:01:00;3227-8099;BAURU;DDD;0,61
03/06/2026;08:15:00;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
03/06/2026;08:22:00;00:01:18;3510-1711;SAO CARLOS;DDD;0,80
03/06/2026;08:26:30;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;08:29:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;08:35:48;00:01:00;3227-8099;BAURU;DDD;0,61
03/06/2026;08:36:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
03/06/2026;08:38:30;00:01:00;3030-0037;FRANCA;DDD;0,61
03/06/2026;08:43:42;00:01:12;3227-8099;BAURU;DDD;0,74
03/06/2026;08:48:48;00:02:18;3227-8099;BAURU;DDD;1,42
03/06/2026;08:53:42;00:01:00;3030-0037;FRANCA;DDD;0,61
03/06/2026;09:45:24;00:01:00;3227-8099;BAURU;DDD;0,61
03/06/2026;09:48:54;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;10:08:18;00:01:00;3227-8099;BAURU;DDD;0,61
03/06/2026;10:21:12;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;10:22:36;00:00:30;99391-0518;AREA-016;VC2;0,41
03/06/2026;10:26:48;00:02:36;3510-1711;SAO CARLOS;DDD;1,61
03/06/2026;10:39:12;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;10:45:06;00:04:30;3383-9200;R DE JANEIRO;DDD;2,78
03/06/2026;10:45:18;00:00:30;99731-3008;AREA-012;VC2;0,41
03/06/2026;10:46:30;00:00:30;99731-3008;AREA-012;VC2;0,41
03/06/2026;10:49:12;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;10:53:48;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
03/06/2026;10:54:30;00:04:48;3383-9200;R DE JANEIRO;DDD;2,97
03/06/2026;10:54:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
03/06/2026;11:04:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
03/06/2026;11:10:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;11:59:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;12:04:48;00:01:00;3227-8099;BAURU;DDD;0,61
03/06/2026;12:05:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
03/06/2026;12:15:42;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
03/06/2026;12:17:18;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
03/06/2026;12:24:42;00:01:06;3319-9403;UBERABA;DDD;0,68
03/06/2026;12:26:24;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;12:26:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;12:27:30;00:01:00;3227-8099;BAURU;DDD;0,61
03/06/2026;12:34:30;00:01:12;3319-9403;UBERABA;DDD;0,74
03/06/2026;12:38:48;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;12:39:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;12:50:12;00:01:30;3203-4091;SAO JOSE DO RIO;DDD;0,92
03/06/2026;13:16:54;00:04:18;99655-9569;AREA-021;VC3;3,82
03/06/2026;13:36:48;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;13:40:24;00:01:30;3227-8099;BAURU;DDD;0,92
03/06/2026;13:49:36;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
03/06/2026;13:50:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
03/06/2026;14:44:18;00:01:06;3319-9403;UBERABA;DDD;0,68
03/06/2026;14:53:12;00:01:00;3319-9403;UBERABA;DDD;0,61
03/06/2026;15:07:00;00:01:06;3227-8099;BAURU;DDD;0,68
03/06/2026;15:11:36;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
03/06/2026;15:12:18;00:01:54;3510-1711;SAO CARLOS;DDD;1,17
03/06/2026;15:16:18;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
